Source,Target,Weight
observable,trace regression,2
fine scale,observable,1
low rank matrix,observable,1
observable,sparse matrix,1
pauli matrices,quantum measurement,2
pauli matrices,quantum probability,2
pauli matrices,quantum statistics,2
pauli matrices,trace regression,2
fine scale,pauli matrices,1
low rank matrix,pauli matrices,1
pauli matrices,sparse matrix,1
quantum measurement,quantum probability,2
quantum measurement,quantum statistics,2
quantum measurement,trace regression,2
fine scale,quantum measurement,1
low rank matrix,quantum measurement,1
quantum measurement,sparse matrix,1
quantum probability,quantum statistics,2
quantum probability,trace regression,2
fine scale,quantum probability,1
low rank matrix,quantum probability,1
quantum probability,sparse matrix,1
quantum statistics,trace regression,2
fine scale,quantum statistics,1
low rank matrix,quantum statistics,1
quantum statistics,sparse matrix,1
fine scale,trace regression,2
trace regression,trace regression,1
low rank matrix,trace regression,2
sparse matrix,trace regression,2
fine scale,low rank matrix,1
fine scale,sparse matrix,1
low rank matrix,sparse matrix,2
high-dimensional regression,lasso,6
high-dimensional regression,mcp,1
high-dimensional regression,scad,1
high-dimensional regression,variable selection,2
high-dimensional regression,penalized least squares,1
lasso,mcp,1
lasso,scad,10
lasso,variable selection,27
lasso,penalized least squares,3
mcp,scad,2
mcp,variable selection,1
mcp,penalized least squares,1
scad,variable selection,2
penalized least squares,scad,1
penalized least squares,variable selection,1
chromatic number,fisher's lda,1
chromatic number,fisher's separation,1
chromatic number,phase diagram,1
chromatic number,precision matrix,1
chromatic number,rare and,1
chromatic number,weak model,1
chromatic number,sparse graph,1
fisher's lda,fisher's separation,1
fisher's lda,phase diagram,1
fisher's lda,precision matrix,1
fisher's lda,rare and,1
fisher's lda,weak model,1
fisher's lda,sparse graph,1
fisher's separation,phase diagram,1
fisher's separation,precision matrix,1
fisher's separation,rare and,1
fisher's separation,weak model,1
fisher's separation,sparse graph,1
phase diagram,precision matrix,1
phase diagram,rare and,1
phase diagram,weak model,1
phase diagram,sparse graph,1
precision matrix,rare and,1
precision matrix,weak model,1
precision matrix,sparse graph,1
rare and,weak model,1
rare and,sparse graph,1
sparse graph,weak model,1
eigenvector empirical,spectral distribution,1
eigenvector empirical,empirical spectral distribution,1
eigenvector empirical,marcenko-pastur distribution,1
eigenvector empirical,sample covariance matrix,1
eigenvector empirical,stieltjes transform,1
empirical spectral distribution,spectral distribution,1
marcenko-pastur distribution,spectral distribution,1
sample covariance matrix,spectral distribution,1
spectral distribution,stieltjes transform,1
empirical spectral distribution,marcenko-pastur distribution,1
empirical spectral distribution,sample covariance matrix,1
empirical spectral distribution,stieltjes transform,3
marcenko-pastur distribution,sample covariance matrix,1
marcenko-pastur distribution,stieltjes transform,1
sample covariance matrix,stieltjes transform,1
asymptotic normality,functional bahadur representation,1
asymptotic normality,local/global likelihood,1
asymptotic normality,ratio test,1
asymptotic normality,simultaneous confidence band,1
asymptotic normality,smoothing spline,1
functional bahadur representation,local/global likelihood,1
functional bahadur representation,ratio test,1
functional bahadur representation,simultaneous confidence band,1
functional bahadur representation,smoothing spline,1
local/global likelihood,ratio test,1
local/global likelihood,simultaneous confidence band,1
local/global likelihood,smoothing spline,1
ratio test,simultaneous confidence band,1
ratio test,smoothing spline,2
simultaneous confidence band,smoothing spline,1
cook's distance,high-dimensional diagnosis,1
cook's distance,influential observation,1
cook's distance,lasso,1
cook's distance,marginal correlations,1
cook's distance,variable screening,1
high-dimensional diagnosis,influential observation,1
high-dimensional diagnosis,lasso,1
high-dimensional diagnosis,marginal correlations,1
high-dimensional diagnosis,variable screening,1
influential observation,lasso,1
influential observation,marginal correlations,1
influential observation,variable screening,1
lasso,marginal correlations,1
lasso,variable screening,1
marginal correlations,variable screening,1
inhomogeneous,linear inverse problems,1
linear inverse problems,minimax convergence rates,1
linear inverse problems,singularity,1
inhomogeneous,minimax convergence rates,1
inhomogeneous,singularity,1
minimax convergence rates,singularity,1
model discrimination,optimal design,3
optimal design,robust design,3
linear optimality criteria,optimal design,1
chebyshev polynomial,optimal design,1
model discrimination,robust design,1
linear optimality criteria,model discrimination,1
chebyshev polynomial,model discrimination,1
linear optimality criteria,robust design,1
chebyshev polynomial,robust design,1
chebyshev polynomial,linear optimality criteria,1
bayes factor,jeffreys-lindley paradox,1
bayes factor,objective bayes,2
bayes factor,one-parameter exponential,1
bayes factor,family model,1
bayes factor,neyman-pearson lemma,1
bayes factor,nonlocal prior density,1
bayes factor,uniformly most,1
bayes factor,powerful test,1
bayes factor,higgs boson,1
jeffreys-lindley paradox,objective bayes,1
jeffreys-lindley paradox,one-parameter exponential,1
family model,jeffreys-lindley paradox,1
jeffreys-lindley paradox,neyman-pearson lemma,1
jeffreys-lindley paradox,nonlocal prior density,1
jeffreys-lindley paradox,uniformly most,1
jeffreys-lindley paradox,powerful test,1
higgs boson,jeffreys-lindley paradox,1
objective bayes,one-parameter exponential,1
family model,objective bayes,1
neyman-pearson lemma,objective bayes,1
nonlocal prior density,objective bayes,1
objective bayes,uniformly most,1
objective bayes,powerful test,1
higgs boson,objective bayes,1
family model,one-parameter exponential,1
neyman-pearson lemma,one-parameter exponential,1
nonlocal prior density,one-parameter exponential,1
one-parameter exponential,uniformly most,1
one-parameter exponential,powerful test,1
higgs boson,one-parameter exponential,1
family model,neyman-pearson lemma,1
family model,nonlocal prior density,1
family model,uniformly most,1
family model,powerful test,1
family model,higgs boson,1
neyman-pearson lemma,nonlocal prior density,1
neyman-pearson lemma,uniformly most,1
neyman-pearson lemma,powerful test,1
higgs boson,neyman-pearson lemma,1
nonlocal prior density,uniformly most,1
nonlocal prior density,powerful test,1
higgs boson,nonlocal prior density,1
powerful test,uniformly most,1
higgs boson,uniformly most,1
higgs boson,powerful test,1
reversible markov chain,sparse graphical model,1
markov equivalence class,sparse graphical model,1
causal inference,sparse graphical model,1
markov equivalence class,reversible markov chain,1
causal inference,reversible markov chain,1
causal inference,markov equivalence class,1
high-dimensional detection,sparse principal,1
component analysis,high-dimensional detection,1
high-dimensional detection,spiked covariance model,1
high-dimensional detection,semidefinite relaxation,1
high-dimensional detection,minimax lower bounds,1
high-dimensional detection,planted clique,1
component analysis,sparse principal,3
sparse principal,spiked covariance model,1
semidefinite relaxation,sparse principal,1
minimax lower bounds,sparse principal,1
planted clique,sparse principal,1
component analysis,spiked covariance model,1
component analysis,semidefinite relaxation,1
component analysis,minimax lower bounds,1
component analysis,planted clique,1
semidefinite relaxation,spiked covariance model,1
minimax lower bounds,spiked covariance model,1
planted clique,spiked covariance model,1
minimax lower bounds,semidefinite relaxation,1
planted clique,semidefinite relaxation,1
minimax lower bounds,planted clique,1
large matrix estimation,measurement error,1
large matrix estimation,minimax lower bound,1
large matrix estimation,multi-scale,1
large matrix estimation,optimal convergence rate,1
large matrix estimation,sparsity,1
large matrix estimation,subgaussian tail,1
large matrix estimation,threshold,1
large matrix estimation,volatility matrix estimator,1
measurement error,minimax lower bound,1
measurement error,multi-scale,1
measurement error,optimal convergence rate,2
measurement error,sparsity,2
measurement error,subgaussian tail,1
measurement error,threshold,1
measurement error,volatility matrix estimator,1
minimax lower bound,multi-scale,1
minimax lower bound,optimal convergence rate,1
minimax lower bound,sparsity,5
minimax lower bound,subgaussian tail,1
minimax lower bound,threshold,1
minimax lower bound,volatility matrix estimator,1
multi-scale,optimal convergence rate,1
multi-scale,sparsity,1
multi-scale,subgaussian tail,1
multi-scale,threshold,1
multi-scale,volatility matrix estimator,1
optimal convergence rate,sparsity,1
optimal convergence rate,subgaussian tail,1
optimal convergence rate,threshold,2
optimal convergence rate,volatility matrix estimator,1
sparsity,subgaussian tail,1
sparsity,threshold,2
sparsity,volatility matrix estimator,1
subgaussian tail,threshold,1
subgaussian tail,volatility matrix estimator,1
threshold,volatility matrix estimator,1
local approximation,occupation time,1
occupation time,stochastic volatility,1
occupation time,spot variance,1
occupation time,quantiles,1
nonparametric estimation,occupation time,1
high-frequency data,occupation time,1
local approximation,stochastic volatility,1
